"0000000077";2;1;"NO INCLUIDO: ";"- Transporte a los puntos de salida.
- Comidas y 1 cena en Apt.
- Bebidas en la cena.
- Entradas a monumentos."
"0000000077";3;1;"OPCIONES:";"- Transporte de equipajes 150€/persona.
- Pareja de alforjas (25 L): 15 € 
- Bicicleta 100 € 
- Noches extra en Cavaillon o Avignon. 
- Seguro asistencia viaje 15 €"
"0000000078";1;1;"Precio por persona en habitación doble";"Del 20 de abril al 22 de junio y del 31 de agosto al 21 de septiembre: 525 € / persona (adulto)
Del 29 de junio al 24 de agosto, 550 € / persona (adulto)"
"0000000078";2;1;"Descuentos infantiles (niños de hasta 12 años, compartiendo habitación con dos adultos).";"Título: 
Opción:
Hasta 2.99 años: 100 € (precio del viaje)
De 3 a 6.99 años: 50 %
De 7 a 12.99 años: 30 %"
"0000000078";3;1;"Suplemento individual";"200 €"
"0000000078";4;1;"El precio incluye:";"- Estancia en régimen de Media Pensión (desayunos y cenas).
- Transporte de equipaje (1 bulto por persona de hasta 20 kg).
- Asistencia telefónica (en inglés).
- Mapas y libro de ruta (en inglés).
- Regalo de bienvenida para los niños de hasta 12 años.
"
"0000000078";5;1;"No incluido:";"- Traslados a y desde los puntos de salida y final de la ruta.
- Bebidas durante las cenas.
¡Puedes reservar vuelos a través de nuestro buscador!
http://www.traveltool.es/agencias/entradaIdentificada.aspx?codigoAgencia=767"
"0000000078";6;1;"Opciones:";"- Bicicleta híbrida (7 o 21 marchas): 55 €
- Bicis infantiles, remolques / silla: 55 € / 25 €
- Noches extra en Bruselas y Brujas (Alojamiento y desayuno): 55 € / persona y noche.
- Seguro personal de viaje: 15 €
- Seguro bici híbrida : 20 €"
"0000000086";0;1;"PRECIO:";"CAT. COMFORT:
860 € en barco Comfort 
815 € por persona en triple 
"
"0000000086";1;1;"EL PRECIO INCLUYE: 
";"- Alojamiento en camarote doble.
- Pensión completa.
- Bicicleta 7/21 velocidades.
- Visita a varias ciudades.
- Guía Español 

"
"0000000086";2;1;"NO INCLUIDO: ";"- Transporte a los puntos de salida.
- Vuelos y noches extra. 
- Bebidas a bordo.

"
"0000000086";3;1;"OPCIONES: ";"- Seguro viaje 15 €.
- Bicicleta eléctrica 130 €
- Estancias en Amsterdam.
- Parking en Amsterdam.
"
